time_s,sample_time,file_offset,c0_address,mapped_address,channel,register,data,same_wait_order_all,same_wait_order_selected,current_frac,current_low,current_high,current_16_8,loop_low,loop_high,loop_16,end,delta,volume_l,volume_r,control,bank,full_rom_address,type80_block,payload_index,enabled,audible,start_retrigger
6.250952,275667,0x010C17,0x001D,0x1D,3,loop_high,0x30,2,2,0x80,0x2F,0x60,0x602F80,0x2F,0x30,0x302F,0x7F,0x84,0x07,0x07,0xD2,0x50000,0x05602F,9,0x0CA05,1,1,
6.250975,275668,0x010C1C,0x009D,0x9D,3,cur_high,0x30,0,0,0x80,0x2F,0x30,0x302F80,0x2F,0x30,0x302F,0x7F,0x84,0x07,0x07,0xD2,0x50000,0x05302F,6,0x09F51,1,1,current_pair_complete
6.250975,275668,0x010C20,0x001E,0x1E,3,end,0x3A,1,1,0x80,0x2F,0x30,0x302F80,0x2F,0x30,0x302F,0x3A,0x84,0x07,0x07,0xD2,0x50000,0x05302F,6,0x09F51,1,1,
6.250998,275669,0x010C25,0x009E,0x9E,3,ctrl,0xC6,0,0,0x80,0x2F,0x30,0x302F80,0x2F,0x30,0x302F,0x3A,0x84,0x07,0x07,0xC6,0x40000,0x04302F,2,0x02238,1,1,retrigger_commit
6.251519,275692,0x010C2B,0x0028,0x28,5,cur_low,0x00,0,0,0x00,0x2F,0x30,0x302F00,0x2F,0x30,0x302F,0x3A,0x84,0x07,0x07,0xC6,0x40000,0x04302F,2,0x02238,1,1,
6.251542,275693,0x010C30,0x002A,0x2A,5,vol_l,0x10,0,0,0x00,0x2F,0x30,0x302F00,0x2F,0x30,0x302F,0x3A,0x84,0x10,0x07,0xC6,0x40000,0x04302F,2,0x02238,1,1,
6.251542,275693,0x010C34,0x002B,0x2B,5,vol_r,0x10,1,1,0x00,0x2F,0x30,0x302F00,0x2F,0x30,0x302F,0x3A,0x84,0x10,0x10,0xC6,0x40000,0x04302F,2,0x02238,1,1,
6.251542,275693,0x010C38,0x002C,0x2C,5,loop_mid,0x02,2,2,0x00,0x2F,0x30,0x302F00,0x02,0x30,0x3002,0x3A,0x84,0x10,0x10,0xC6,0x40000,0x04302F,2,0x02238,1,1,
6.251565,275694,0x010C3D,0x00AC,0xAC,5,cur_mid,0x02,0,0,0x00,0x02,0x30,0x300200,0x02,0x30,0x3002,0x3A,0x84,0x10,0x10,0xC6,0x40000,0x043002,,,1,1,current_low_write
6.251565,275694,0x010C41,0x002D,0x2D,5,loop_high,0x60,1,1,0x00,0x02,0x30,0x300200,0x02,0x60,0x6002,0x3A,0x84,0x10,0x10,0xC6,0x40000,0x043002,,,1,1,
6.251565,275694,0x010C45,0x00AD,0xAD,5,cur_high,0x60,2,2,0x00,0x02,0x60,0x600200,0x02,0x60,0x6002,0x3A,0x84,0x10,0x10,0xC6,0x40000,0x046002,3,0x05125,1,1,current_pair_complete
